"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ext_gene"	"description"
"YMR107W"	17684.1065311213	6.12133487180509	0.427781699095631	11.9718419058881	4.99082177717718e-33	3.29643778382553e-29	"SPG4"	"Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources [Source:SGD;Acc:S000004713]"
"YML039W"	19.6253680201482	-22.461824516379	2.17415844303884	-9.87132496488231	5.54275612731899e-23	1.8304952110471e-19	""	"Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes [Source:SGD;Acc:S000004503]"
"YHR137W"	9713.19741714564	4.98960492752234	0.409277006340213	9.74793322302101	1.8826191710117e-22	4.14489987484408e-19	"ARO9"	"Aromatic aminotransferase II; catalyzes the first step of tryptophan, phenylalanine, and tyrosine catabolism [Source:SGD;Acc:S000001179]"
"YGL209W"	2439.08346568909	-3.44328233397377	0.26633279465638	-9.17379452697918	4.56655014854068e-20	7.54051593277779e-17	"MIG2"	"Zinc finger transcriptional repressor; cooperates with Mig1p in glucose-induced gene repression; under low glucose conditions relocalizes to mitochondrion, where it interacts with Ups1p, antagonizes mitochondrial fission factor Dnm1p, indicative of a role in mitochondrial fusion or regulating morphology; regulates filamentous growth in response to glucose depletion; activated in stochastic pulses of nuclear localization in response to low glucose [Source:SGD;Acc:S000003177]"
"YKR075C"	5615.55473461985	-3.74589405477538	0.345145123058706	-7.9557666364833	1.78025677571376e-15	2.35171920071788e-12	""	"Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog, YOR062C, that arose from the whole genome duplication [Source:SGD;Acc:S000001783]"
"YNR034W-A"	14519.4170935534	6.22063927466811	0.707353526464802	7.38052342901253	1.5766842735194e-13	1.7356666044326e-10	""	"Putative protein of unknown function; expression is regulated by Msn2p/Msn4p; YNR034W-A has a paralog, YCR075W-A, that arose from the whole genome duplication [Source:SGD;Acc:S000007525]"
"YMR174C"	1279.28729444874	3.59048680678456	0.357392665391312	7.24829314543491	4.22056381370304e-13	3.98240342707265e-10	"PAI3"	"Cytoplasmic proteinase A (Pep4p) inhibitor; dependent on Pbs2p and Hog1p protein kinases for osmotic induction; intrinsically unstructured, N-terminal half becomes ordered in the active site of proteinase A upon contact [Source:SGD;Acc:S000004786]"
"YDR256C"	25093.4164953584	3.69935536491605	0.382883571108807	7.05006839833553	1.78829864602695e-12	1.476464069626e-09	"CTA1"	"Catalase A; breaks down hydrogen peroxide in the peroxisomal matrix formed by acyl-CoA oxidase (Pox1p) during fatty acid beta-oxidation [Source:SGD;Acc:S000002664]"
"YFL014W"	45201.6245764253	3.79049824063033	0.417043815484042	6.69113924490534	2.2143982651313e-11	1.62512228235469e-08	"HSP12"	"Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock, oxidative stress, osmostress, stationary phase, glucose depletion, oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension [Source:SGD;Acc:S000001880]"
"YHR092C"	3531.47039813301	-3.05613731536911	0.31623585622446	-6.50191075710812	7.93061465359095e-11	5.23817097869682e-08	"HXT4"	"High-affinity glucose transporter; member of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog, HXT7, that arose from the whole genome duplication [Source:SGD;Acc:S000001134]"
"YIL057C"	19846.3148547755	5.0661927667609	0.634519862299576	6.40829863390647	1.47152464233795e-10	8.83583660240195e-08	"RGI2"	"Protein of unknown function; involved in energy metabolism under respiratory conditions; expression induced under carbon limitation and repressed under high glucose; RGI2 has a paralog, RGI1, that arose from the whole genome duplication [Source:SGD;Acc:S000001319]"
"YMR303C"	51178.4225534979	5.26838942962421	0.674279495807438	6.33029694090413	2.44689841032916e-10	1.34681366668534e-07	"ADH2"	"Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1 [Source:SGD;Acc:S000004918]"
"YGR052W"	961.673944728299	-3.44178589128895	0.388428536370425	-6.28631952251917	3.25080530664026e-10	1.65165915771992e-07	"FMP48"	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation [Source:SGD;Acc:S000003284]"
"YJR010W"	1112.14620807834	-2.39626220651383	0.226722079286782	-6.15847477628191	7.34488798079354e-10	3.46521322236724e-07	"MET3"	"ATP sulfurylase; catalyzes the primary step of intracellular sulfate activation, essential for assimilatory reduction of sulfate to sulfide, involved in methionine metabolism [Source:SGD;Acc:S000003771]"
"YPL274W"	2469.88182578875	-2.67250003789249	0.276246601728959	-6.05437325717213	1.40965410321364e-09	6.20717690115074e-07	"SAM3"	"High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p [Source:SGD;Acc:S000006195]"
"YGL205W"	6910.23452085247	4.06547248945443	0.512501706071766	5.98138982394953	2.2124168274644e-09	8.99749830334247e-07	"POX1"	"Fatty-acyl coenzyme A oxidase; involved in the fatty acid beta-oxidation pathway; localized to the peroxisomal matrix [Source:SGD;Acc:S000003173]"
"YMR011W"	28516.9880003447	-3.66937214705498	0.446835447188936	-5.97394894216235	2.31578306066347e-09	8.99749830334247e-07	"HXT2"	"High-affinity glucose transporter of the major facilitator superfamily; expression is induced by low levels of glucose and repressed by high levels of glucose [Source:SGD;Acc:S000004613]"
"YHR160C"	1161.25019376867	3.45935123737414	0.42706831480505	5.75868345207673	8.47725032095835e-09	3.11067990944055e-06	"PEX18"	"Peroxin; required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex21p; PEX18 has a paralog, PEX21, that arose from the whole genome duplication [Source:SGD;Acc:S000001203]"
"YCR021C"	5843.1595042594	4.96360803712462	0.691761240879992	5.72973419569229	1.00588126750784e-08	3.4967609325733e-06	"HSP30"	"Negative regulator of the H(+)-ATPase Pma1p; stress-responsive protein; hydrophobic plasma membrane localized; induced by heat shock, ethanol treatment, weak organic acid, glucose limitation, and entry into stationary phase [Source:SGD;Acc:S000000615]"
"YIL160C"	23123.9176529825	3.91319360911624	0.524736006944924	5.55173186242203	2.82853227081019e-08	9.34122782435064e-06	"POT1"	"3-ketoacyl-CoA thiolase with broad chain length specificity; cleaves 3-ketoacyl-CoA into acyl-CoA and acetyl-CoA during beta-oxidation of fatty acids [Source:SGD;Acc:S000001422]"
"YCR102C"	1430.22514248893	5.08260178348124	0.739975399340573	5.51721285210216	3.44418190793836e-08	1.08327721437776e-05	""	"Putative protein of unknown function; involved in copper metabolism; similar to C. carbonum toxD gene; member of the quinone oxidoreductase family [Source:SGD;Acc:S000000699]"
"YNL202W"	4404.11136456508	3.46951748019346	0.449486753684971	5.49408288441857	3.92746014785063e-08	1.17913064893425e-05	"SPS19"	"Peroxisomal 2,4-dienoyl-CoA reductase; auxiliary enzyme of fatty acid beta-oxidation; homodimeric enzyme required for growth and sporulation on petroselineate medium; expression induced during late sporulation and in the presence of oleate [Source:SGD;Acc:S000005146]"
"YGL184C"	1614.35886673837	-3.40811651518761	0.45031523218925	-5.34762393774761	8.91163863250384e-08	2.55919013772556e-05	"STR3"	"Peroxisomal cystathionine beta-lyase; converts cystathionine into homocysteine; may be redox regulated by Gto1p; involved in the release of the aromatic thiol 3-mercaptohexanol during wine fermentation [Source:SGD;Acc:S000003152]"
"YMR090W"	3814.20520202316	3.81144442800143	0.537529073258598	5.23031137824406	1.69224761915018e-07	4.65720646853622e-05	""	"Putative protein of unknown function; similar to DTDP-glucose 4,6-dehydratases; GFP-fusion protein localizes to the cytoplasm; up-regulated in response to the fungicide mancozeb; not essential for viability [Source:SGD;Acc:S000004696]"
"YJR148W"	14623.6539175695	3.29493091351671	0.44090962718236	5.20499161740354	1.9400536354333e-07	4.98784427591215e-05	"BAT2"	"Cytosolic branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA catabolism; homolog of murine ECA39; highly expressed during stationary phase and repressed during logarithmic phase; BAT2 has a paralog, BAT1, that arose from the whole genome duplication [Source:SGD;Acc:S000003909]"
"YGR055W"	10243.4550728103	-2.97604182096043	0.379805880865343	-5.20276783618581	1.96342091103279e-07	4.98784427591215e-05	"MUP1"	"High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; also involved in cysteine uptake [Source:SGD;Acc:S000003287]"
"YLR460C"	1658.16556165592	4.77938872206124	0.729197109339634	5.18294528825531	2.18409122753484e-07	5.3429342806917e-05	""	"Member of the quinone oxidoreductase family; up-regulated in response to the fungicide mancozeb; possibly up-regulated by iodine [Source:SGD;Acc:S000004452]"
"YLR012C"	345.510060816047	3.16438797518688	0.42754793232016	5.06232824806674	4.14167130169783e-07	9.76990676704076e-05	""	"Putative protein of unknown function; YLR012C is not an essential gene [Source:SGD;Acc:S000004002]"
"YDR253C"	584.264398895807	-2.71578011129035	0.341314289067552	-5.02698001884935	4.98264247072139e-07	0.00011348397765212	"MET32"	"Zinc-finger DNA-binding transcription factor; involved in transcriptional regulation of the methionine biosynthetic genes; targets strong transcriptional activator Met4p to promoters of sulfur metabolic genes; feedforward loop exists in the regulation of genes controlled by Met4p and Met32p; lack of such a loop for MET31 may account for the differential actions of Met32p and Met31p; MET32 has a paralog, MET31, that arose from the whole genome duplication [Source:SGD;Acc:S000002661]"
"YML081C-A"	1014.78693314835	2.03394561262589	0.206549609206105	5.00579796108049	5.56310847583514e-07	0.00012248110494297	"ATP18"	"Subunit of the mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; termed subunit I or subunit j; does not correspond to known ATP synthase subunits in other organisms [Source:SGD;Acc:S000007247]"
"YJL212C"	1221.93523482072	-2.30919509597231	0.26194086671566	-4.99805590623419	5.7911197091165e-07	0.000123388211866821	"OPT1"	"Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family [Source:SGD;Acc:S000003748]"
